order_id,customer_id,product_id,order_date,quantity,amount
114604,14327,10546,2025-01-19,1,375
114605,14287,10134,2025-10-04,1,249
114606,14066,10447,2025-04-24,1,66959
114607,14537,10689,2025-06-03,2,4048
114608,14105,10319,2025-05-23,2,5618
114609,14010,10321,2025-12-09,1,232
114610,14232,10174,2025-06-01,1,249
114611,14274,10047,2025-09-06,3,3597
114612,14099,10460,2025-09-03,2,29588
114613,14127,10287,2026-01-31,3,1248
114614,14007,10087,2025-01-24,2,2998
114615,14292,10332,2025-06-21,1,11954
114616,14234,10422,2025-06-27,1,629
114617,14295,10604,2025-07-02,1,387
114618,14208,10111,2025-12-21,1,149
114619,14138,10597,2025-04-24,1,360
114620,14443,10151,2026-02-04,1,75
114621,14220,10620,2025-07-05,1,32909
114622,14080,10067,2025-10-15,4,1196
114623,14082,10569,2025-08-17,1,978
114624,14256,10566,2025-05-13,2,17180
114625,14484,10420,2025-04-11,1,58569
114626,14407,10454,2025-12-14,2,1338
114627,14129,10127,2025-12-09,3,38997
114628,14283,10494,2025-03-21,1,14835
114629,14495,10629,2025-06-26,2,772
114630,14159,10600,2025-05-29,1,21477
114631,14090,10165,2025-11-27,1,999
114632,14437,10582,2025-11-05,2,1362
114633,14318,10300,2025-02-05,1,21477
114634,14085,10102,2025-12-27,4,147960
114635,14423,10298,2025-05-10,2,1538
114636,14413,10169,2025-09-17,2,70
114637,14045,10486,2026-01-27,2,13238
114638,14531,10343,2025-03-11,1,1576
114639,14091,10037,2025-12-28,1,129
114640,14205,10030,2025-04-05,2,2598
114641,14166,10433,2025-10-11,2,2084
114642,14045,10630,2025-03-15,1,13093
114643,14290,10512,2025-07-29,2,442
114644,14323,10574,2025-07-22,2,2722
114645,14421,10192,2025-09-28,1,119
114646,14514,10584,2026-01-16,1,620
114647,14455,10520,2025-03-08,1,931
114648,14486,10130,2026-01-20,3,447
114649,14461,10536,2025-11-02,2,19662
114650,14005,10262,2025-05-22,1,6235
114651,14317,10257,2025-03-15,1,746
114652,14338,10410,2025-04-10,2,92114
114653,14282,10477,2025-03-04,1,41012
114654,14477,10640,2025-01-01,1,40993
114655,14126,10562,2025-01-16,4,24940
114656,14293,10420,2025-07-16,3,175707
114657,14024,10376,2025-05-28,2,2252
114658,14405,10403,2025-05-07,2,866
114659,14007,10520,2025-05-08,2,1862
114660,14065,10500,2025-09-07,1,3590
114661,14137,10424,2025-11-23,1,643
114662,14022,10480,2025-12-23,1,47953
114663,14528,10110,2025-11-16,2,90
114664,14029,10433,2025-01-31,2,2084
114665,14092,10023,2025-08-06,1,24999
114666,14307,10200,2025-01-22,2,89980
114667,14390,10362,2025-01-15,3,2979
114668,14532,10060,2025-01-17,3,2397
114669,14449,10121,2025-06-29,1,1999
114670,14090,10598,2025-10-21,2,1538
114671,14533,10215,2025-12-28,2,66028
114672,14361,10435,2025-01-13,1,547
114673,14326,10592,2025-06-02,1,2814
114674,14394,10203,2026-02-01,1,918
114675,14034,10176,2025-05-10,1,249
114676,14120,10196,2025-09-07,2,1198
114677,14435,10456,2025-04-03,1,5613
114678,14290,10514,2025-01-09,1,31846
114679,14157,10527,2025-06-10,1,4209
114680,14091,10594,2025-03-07,1,2868
114681,14214,10231,2025-02-23,2,19898
114682,14294,10565,2025-10-22,1,778
114683,14343,10343,2025-01-07,2,3152
114684,14486,10128,2025-01-18,2,498
114685,14363,10111,2025-03-22,1,149
114686,14396,10626,2026-01-24,1,7977
114687,14381,10187,2025-01-31,2,11998
114688,14176,10668,2025-11-01,2,121062
114689,14083,10531,2025-11-21,3,29847
114690,14234,10170,2025-12-04,1,499
114691,14222,10216,2025-11-03,1,4133
114692,14367,10099,2025-12-26,2,1998
114693,14304,10509,2025-01-10,1,2554
114694,14397,10461,2025-02-01,2,39400
114695,14247,10331,2025-08-28,2,6310
114696,14340,10323,2025-12-02,2,77608
114697,14311,10034,2025-10-30,3,1197
114698,14120,10383,2025-03-13,1,3854
114699,14455,10563,2026-02-15,2,39634
114700,14096,10477,2025-08-22,2,82024
114701,14119,10076,2026-02-11,2,298
114702,14503,10698,2025-05-20,1,2147
114703,14198,10651,2026-01-22,1,385
114704,14003,10225,2025-04-04,1,1262
114705,14210,10606,2025-01-19,1,193
114706,14206,10495,2025-12-04,1,1431
114707,14230,10088,2025-12-09,1,899
114708,14336,10242,2025-10-03,1,1951
114709,14523,10146,2025-10-23,2,4998
114710,14292,10256,2026-01-01,1,39704
114711,14038,10214,2025-12-17,1,31846
114712,14159,10368,2025-05-24,3,17085
114713,14437,10387,2025-11-14,1,2436
114714,14388,10136,2025-02-14,1,499
114715,14175,10097,2025-02-19,3,1497
114716,14194,10344,2025-05-28,2,1142
114717,14134,10085,2025-06-27,4,11996
114718,14267,10237,2026-01-25,2,800
114719,14319,10068,2026-02-15,2,4998
114720,14247,10259,2026-01-24,1,21522
114721,14426,10677,2025-04-19,1,3441
114722,14099,10416,2025-06-15,1,676
114723,14019,10239,2025-07-19,3,2349
114724,14292,10449,2025-07-17,2,2456
114725,14115,10289,2025-01-09,2,920
114726,14266,10334,2025-04-20,1,116
114727,14473,10496,2026-02-10,2,114
114728,14404,10601,2025-08-07,3,13932
114729,14466,10078,2025-05-07,1,799
114730,14449,10289,2025-07-22,5,2300
114731,14349,10376,2025-08-29,1,1126
114732,14203,10348,2025-12-23,1,254
114733,14214,10242,2026-02-03,2,3902
114734,14503,10187,2026-01-01,2,11998
114735,14307,10336,2026-01-14,1,67
114736,14519,10668,2025-01-17,2,121062
114737,14502,10546,2026-02-21,3,1125
114738,14307,10209,2025-05-14,4,10216
114739,14420,10558,2025-06-25,1,24374
114740,14509,10076,2025-11-23,1,149
114741,14181,10601,2025-02-16,6,27864
114742,14324,10456,2025-10-03,3,16839
114743,14475,10388,2026-01-25,1,65558
114744,14317,10152,2025-07-27,1,199
114745,14480,10330,2025-01-19,4,52372
114746,14299,10021,2025-04-19,1,7999
114747,14216,10547,2025-03-26,1,809
114748,14161,10645,2025-08-24,2,2942
114749,14028,10121,2025-11-28,2,3998
114750,14382,10697,2025-10-11,2,5030
114751,14410,10612,2025-04-03,2,1312
114752,14383,10392,2026-01-07,1,805
114753,14370,10084,2025-02-09,1,999
114754,14321,10277,2025-03-27,2,1114
114755,14023,10566,2025-10-19,1,8590
114756,14278,10623,2025-01-02,1,38804
114757,14488,10101,2025-10-02,1,24999
114758,14484,10112,2025-12-27,2,198
114759,14443,10306,2025-04-02,3,579
114760,14391,10508,2025-01-25,1,265
114761,14206,10591,2025-04-03,2,526
114762,14284,10391,2026-02-26,3,11052
114763,14111,10395,2025-04-17,1,92
114764,14371,10463,2025-04-06,1,1061
114765,14117,10352,2025-06-15,2,2434
114766,14279,10169,2025-08-05,1,35
114767,14014,10658,2025-03-27,1,386
114768,14319,10596,2025-11-07,1,63217
114769,14326,10206,2025-10-02,1,22930
114770,14167,10621,2025-12-21,3,696
114771,14174,10599,2025-10-12,2,17620
114772,14472,10246,2025-02-07,1,375
114773,14152,10422,2025-04-18,3,1887
114774,14403,10176,2026-02-03,1,249
114775,14180,10419,2026-01-27,2,606
114776,14411,10442,2025-05-19,2,151996
114777,14390,10034,2025-06-13,1,399
114778,14143,10538,2025-01-24,3,11169
114779,14174,10573,2025-04-22,1,95
114780,14310,10688,2025-11-17,1,3236
114781,14125,10602,2025-06-23,2,65174
114782,14247,10270,2025-06-17,1,169
114783,14032,10192,2025-11-12,1,119
114784,14437,10344,2025-04-17,1,571
114785,14461,10054,2026-02-06,1,249
114786,14322,10070,2025-05-03,1,1999
114787,14096,10037,2025-12-19,1,129
114788,14281,10417,2025-11-03,4,11016
114789,14169,10300,2026-01-23,2,42954
114790,14092,10544,2025-02-09,2,97760
114791,14509,10170,2025-05-20,1,499
114792,14193,10407,2025-03-12,1,1275
114793,14455,10182,2025-08-01,2,1198
114794,14538,10214,2025-10-25,1,31846
114795,14462,10012,2025-04-18,1,349
114796,14133,10558,2026-02-14,2,48748
114797,14381,10644,2026-02-18,1,571
114798,14082,10436,2025-11-21,1,2101
114799,14041,10310,2025-12-16,3,108234
114800,14408,10591,2025-01-08,2,526
114801,14195,10617,2025-10-26,1,7427
114802,14446,10607,2025-05-20,1,386
114803,14278,10051,2025-07-18,1,18999
114804,14181,10429,2025-01-05,2,368
114805,14227,10007,2025-07-19,1,3499
114806,14518,10031,2025-07-21,2,17998
114807,14387,10409,2025-11-18,2,2310
114808,14225,10324,2025-12-03,1,1728
114809,14354,10347,2025-06-13,4,904
114810,14056,10059,2026-02-07,2,7998
114811,14452,10660,2025-06-25,1,87
114812,14323,10087,2025-07-09,2,2998
114813,14365,10511,2025-11-28,1,950
114814,14532,10537,2025-07-09,1,400
114815,14157,10015,2025-06-11,2,698
114816,14136,10581,2025-12-27,2,1622
114817,14357,10272,2026-01-14,2,106430
114818,14266,10217,2025-12-10,2,6462
114819,14481,10107,2025-08-31,1,799
114820,14091,10071,2025-07-14,1,399
114821,14345,10435,2025-04-09,4,2188
114822,14389,10414,2025-01-07,1,1720
114823,14316,10185,2025-05-15,4,3996
114824,14451,10600,2025-10-29,1,21477
114825,14099,10193,2026-01-31,1,40
114826,14470,10201,2025-08-16,1,981
114827,14454,10415,2025-05-27,5,112380
114828,14120,10698,2025-12-19,2,4294
114829,14092,10418,2026-01-07,1,2717
114830,14344,10058,2025-05-13,4,2396
114831,14126,10199,2025-04-16,1,19999
114832,14200,10578,2025-02-14,3,10929
114833,14030,10437,2025-04-05,1,207
114834,14168,10144,2025-07-13,1,999
114835,14272,10693,2025-04-30,1,1788
114836,14221,10186,2025-01-02,1,1499
114837,14515,10591,2025-01-01,2,526
114838,14428,10636,2025-10-18,2,134
114839,14536,10049,2025-01-15,1,999
114840,14115,10233,2025-01-17,1,27463
114841,14048,10241,2025-07-30,2,31006
114842,14120,10152,2025-07-18,1,199
114843,14031,10284,2025-07-25,1,620
114844,14461,10445,2025-08-30,2,6396
114845,14432,10513,2025-03-26,2,69272
114846,14461,10121,2025-03-25,3,5997
114847,14010,10476,2025-07-01,1,3149
114848,14219,10610,2026-01-14,1,36078
114849,14358,10276,2025-10-08,1,1151
114850,14009,10434,2025-01-14,1,42216
114851,14380,10351,2025-09-22,2,11348
114852,14530,10676,2025-01-21,1,2609
114853,14453,10164,2025-08-07,2,598
114854,14016,10265,2025-05-13,1,778
114855,14254,10288,2025-11-27,1,14995
114856,14354,10445,2025-09-17,2,6396
114857,14485,10046,2025-07-14,1,1499
114858,14001,10648,2025-02-16,2,508
114859,14086,10296,2025-06-14,1,63217
114860,14038,10490,2025-10-31,1,4935
114861,14539,10562,2025-12-10,1,6235
114862,14385,10337,2025-12-11,2,52936
114863,14351,10385,2025-06-27,2,37218
114864,14057,10054,2025-02-02,1,249
114865,14180,10520,2025-05-30,1,931
114866,14006,10626,2025-07-22,1,7977
114867,14058,10625,2025-05-10,2,3050
114868,14032,10535,2025-07-03,1,1684
114869,14202,10468,2025-10-23,1,4461
114870,14407,10123,2025-01-07,1,999
114871,14146,10431,2025-03-27,1,3818
114872,14038,10281,2025-07-06,2,1622
114873,14215,10146,2026-01-02,2,4998
114874,14209,10402,2025-04-12,1,41086
114875,14313,10540,2025-11-14,5,162890
114876,14297,10013,2025-05-30,1,89
114877,14354,10523,2025-11-16,2,1486
114878,14261,10549,2025-01-26,1,1021
114879,14280,10127,2025-04-22,2,25998
114880,14493,10153,2026-02-07,1,50
114881,14021,10165,2025-01-23,2,1998
114882,14496,10500,2025-04-05,1,3590
114883,14524,10412,2026-01-24,1,44801
114884,14472,10471,2025-02-24,1,59198
114885,14073,10444,2026-02-19,1,4185
114886,14339,10227,2026-02-21,1,4209
114887,14497,10484,2026-01-19,1,467
114888,14361,10692,2025-12-31,2,2552
114889,14446,10434,2026-01-26,1,42216
114890,14505,10398,2026-01-06,1,12194
114891,14400,10538,2025-12-23,1,3723
114892,14124,10041,2025-09-28,1,4999
114893,14084,10236,2025-03-14,1,9831
114894,14106,10322,2025-07-25,1,3256
114895,14479,10486,2025-01-10,2,13238
114896,14151,10616,2025-10-28,1,635
114897,14075,10270,2025-11-27,1,169
114898,14515,10325,2025-02-20,1,1525
114899,14465,10409,2025-04-25,5,5775
114900,14404,10169,2025-10-14,1,35
114901,14162,10134,2025-05-17,1,249
114902,14307,10333,2026-02-12,2,2408
114903,14039,10194,2025-07-17,2,498
114904,14164,10508,2025-11-04,2,530
114905,14403,10375,2025-10-10,1,1119
114906,14494,10623,2025-11-05,2,77608
114907,14207,10012,2025-12-26,3,1047
114908,14240,10682,2025-12-06,1,11312
114909,14337,10053,2025-05-07,2,298
114910,14471,10320,2025-03-23,1,32909
114911,14333,10344,2025-03-12,1,571
114912,14137,10609,2025-11-19,2,1674
114913,14081,10535,2025-09-20,1,1684
114914,14392,10437,2025-10-22,2,414
114915,14063,10009,2025-11-17,2,17998
114916,14096,10006,2026-01-28,2,4598
114917,14378,10380,2025-02-02,2,5178
114918,14105,10586,2026-01-13,1,53207
114919,14423,10005,2025-02-04,1,3499
114920,14150,10683,2025-07-29,1,438
114921,14354,10310,2025-01-09,1,36078
114922,14312,10483,2025-05-05,2,4948
114923,14268,10268,2025-12-02,1,107
114924,14514,10175,2025-02-05,2,398
114925,14452,10008,2025-08-08,2,2998
114926,14139,10449,2025-06-06,2,2456
114927,14356,10591,2025-12-02,1,263
114928,14271,10135,2025-02-21,5,2995
114929,14501,10006,2026-02-22,4,9196
114930,14402,10158,2026-02-22,1,399
114931,14189,10149,2025-03-01,2,798
114932,14278,10671,2025-08-03,1,66
114933,14281,10125,2025-07-13,2,29998
114934,14430,10216,2025-08-02,3,12399
114935,14514,10182,2025-02-07,1,599
114936,14288,10535,2025-10-26,1,1684
114937,14016,10317,2025-09-16,4,29708
114938,14058,10265,2026-02-20,2,1556
114939,14476,10471,2025-03-29,1,59198
114940,14395,10333,2025-06-21,1,1204
114941,14388,10412,2025-12-04,1,44801
114942,14247,10601,2025-03-16,2,9288
114943,14228,10113,2025-09-02,1,120
114944,14395,10199,2025-05-21,1,19999
114945,14143,10247,2025-02-16,2,1618
114946,14360,10387,2025-02-20,2,4872
114947,14495,10278,2025-07-04,2,7286
114948,14083,10078,2025-08-10,1,799
114949,14180,10668,2025-11-18,2,121062
114950,14113,10318,2025-10-17,1,5003
114951,14361,10498,2025-07-30,1,520
114952,14242,10152,2025-06-22,1,199
114953,14201,10021,2026-02-10,1,7999
114954,14118,10336,2025-02-20,2,134
114955,14402,10089,2025-08-19,1,14999
114956,14089,10473,2025-03-15,3,21498
114957,14291,10231,2026-02-16,1,9949
114958,14255,10671,2026-02-19,2,132
114959,14186,10197,2025-08-25,2,4998
114960,14406,10385,2025-05-30,1,18609
114961,14515,10400,2025-12-13,3,227289
114962,14193,10249,2025-01-02,3,3063
114963,14151,10505,2025-08-08,1,24576
114964,14402,10304,2025-10-02,1,387
114965,14234,10151,2025-02-02,4,300
114966,14097,10556,2025-10-01,2,79408
114967,14101,10675,2025-09-07,3,1875
114968,14149,10696,2025-08-29,3,56994
114969,14039,10149,2025-01-22,2,798
114970,14412,10253,2025-09-10,2,3952
114971,14296,10418,2026-01-19,2,5434
114972,14430,10395,2026-01-24,2,184
114973,14197,10233,2026-01-04,1,27463
114974,14173,10675,2025-03-14,1,625
114975,14352,10409,2025-06-21,1,1155
114976,14009,10270,2025-10-20,1,169
114977,14094,10188,2025-03-02,1,199
114978,14509,10311,2025-05-08,1,7685
114979,14127,10270,2025-12-09,4,676
114980,14446,10335,2025-11-01,1,4459
114981,14192,10224,2025-12-30,1,17901
114982,14041,10386,2025-11-13,1,3638
114983,14483,10309,2025-04-13,1,837
114984,14225,10252,2026-02-12,2,5108
114985,14396,10112,2025-10-24,2,198
114986,14027,10531,2025-05-24,4,39796
114987,14198,10291,2025-12-11,1,263
114988,14411,10314,2025-10-11,2,7576
114989,14420,10433,2025-05-28,1,1042
114990,14273,10584,2025-06-12,3,1860
114991,14031,10335,2025-03-26,2,8918
114992,14128,10330,2025-10-15,3,39279
114993,14359,10023,2025-04-28,1,24999
114994,14512,10120,2025-05-11,2,85980
114995,14422,10014,2026-02-18,1,599
114996,14424,10127,2025-11-09,1,12999
114997,14164,10059,2026-02-25,4,15996
114998,14358,10326,2025-08-20,2,15954
114999,14435,10088,2025-01-23,1,899
115000,14391,10375,2025-04-22,2,2238
115001,14424,10089,2026-01-30,4,59996
115002,14058,10344,2025-12-30,2,1142
115003,14345,10143,2026-02-04,1,399
115004,14018,10283,2025-09-18,2,1618
115005,14390,10304,2025-06-23,2,774
115006,14366,10571,2025-07-17,4,4580
115007,14520,10246,2025-11-08,1,375
115008,14220,10002,2026-01-29,3,4497
115009,14010,10051,2025-12-16,1,18999
115010,14311,10679,2025-01-29,1,13597
115011,14209,10159,2025-02-27,2,29998
115012,14189,10370,2025-07-08,2,2916
115013,14111,10386,2025-04-17,2,7276
115014,14118,10019,2025-05-28,2,6998
115015,14372,10236,2026-02-18,1,9831
115016,14523,10451,2025-01-31,1,773
115017,14168,10610,2025-02-01,1,36078
115018,14246,10587,2025-06-10,2,832
115019,14372,10350,2025-01-11,1,524
115020,14352,10300,2025-01-07,1,21477
115021,14202,10323,2025-05-30,1,38804
115022,14312,10036,2025-10-15,1,499
115023,14176,10635,2025-06-20,4,17836
115024,14344,10038,2025-12-30,1,349
115025,14483,10039,2025-11-19,1,1899
115026,14180,10655,2025-05-20,1,35
115027,14486,10180,2025-03-01,1,64990
115028,14183,10198,2025-09-20,2,4598
115029,14032,10467,2025-08-23,2,99668
115030,14333,10562,2025-10-26,2,12470
115031,14497,10659,2025-11-11,2,774
115032,14223,10413,2025-07-06,2,3004
115033,14073,10584,2025-07-01,4,2480
115034,14514,10471,2025-09-21,1,59198
115035,14025,10556,2025-12-28,1,39704
115036,14533,10252,2025-05-11,1,2554
115037,14532,10116,2025-08-12,2,1198
115038,14132,10692,2025-04-30,1,1276
115039,14419,10099,2025-08-24,3,2997
115040,14122,10093,2025-01-10,1,99
115041,14132,10656,2025-01-17,2,38646
115042,14402,10286,2025-12-19,2,106414
115043,14333,10013,2025-12-30,1,89
115044,14165,10608,2025-07-26,1,1867
115045,14346,10668,2025-12-14,1,60531
115046,14430,10391,2026-01-04,1,3684
115047,14301,10241,2025-05-25,1,15503
115048,14028,10565,2025-11-14,1,778
115049,14528,10203,2026-01-27,2,1836
115050,14086,10039,2025-12-03,1,1899
115051,14335,10323,2025-05-31,1,38804
115052,14162,10128,2025-05-13,2,498
115053,14236,10150,2025-07-15,2,178
115054,14429,10019,2025-06-24,1,3499
115055,14317,10629,2025-06-21,1,386
115056,14296,10562,2025-03-15,1,6235
115057,14014,10462,2025-08-20,2,6490
115058,14381,10054,2025-12-05,2,498
115059,14051,10330,2026-01-28,2,26186
115060,14449,10344,2025-09-30,1,571
115061,14193,10363,2025-01-14,4,4888
115062,14212,10062,2026-02-14,1,19999
115063,14376,10572,2025-12-23,1,53215
115064,14315,10440,2026-01-05,3,8796
115065,14205,10555,2025-11-09,2,5422
115066,14264,10605,2026-01-21,1,144
115067,14375,10221,2025-05-10,1,64055
115068,14236,10212,2025-11-22,1,221
115069,14109,10521,2025-12-17,4,256220
115070,14244,10688,2026-01-16,2,6472
115071,14092,10475,2025-07-03,2,75116
115072,14202,10509,2025-08-09,3,7662
115073,14219,10582,2025-01-26,1,681
115074,14421,10681,2025-03-21,1,18964
115075,14436,10513,2025-05-13,1,34636
115076,14436,10585,2025-10-13,2,946
115077,14104,10029,2025-10-29,3,10497
115078,14248,10351,2025-12-27,2,11348
115079,14098,10091,2026-01-30,1,149
115080,14042,10645,2026-02-06,1,1471
115081,14067,10059,2025-10-16,1,3999
115082,14427,10256,2025-11-05,2,79408
115083,14432,10008,2025-08-10,3,4497
115084,14116,10382,2025-06-13,1,936
115085,14223,10113,2026-01-30,3,360
115086,14446,10249,2025-10-07,2,2042
115087,14044,10503,2025-06-10,2,1836
115088,14325,10497,2025-07-23,2,244
115089,14141,10302,2025-04-24,1,32587
115090,14201,10667,2025-04-22,1,105195
115091,14247,10109,2025-06-15,1,299
115092,14284,10025,2026-02-13,1,2499
115093,14078,10045,2025-04-23,1,6999
115094,14527,10483,2025-06-07,1,2474
115095,14082,10188,2025-11-16,1,199
115096,14457,10247,2025-07-17,2,1618
115097,14247,10426,2025-08-09,2,4062
115098,14430,10492,2025-12-16,1,24228
115099,14026,10249,2025-09-16,3,3063
115100,14086,10292,2025-01-03,3,8442
115101,14218,10417,2025-04-22,2,5508
115102,14321,10474,2026-01-29,2,2370
115103,14496,10423,2025-12-12,2,7102
115104,14320,10505,2025-10-23,2,49152
115105,14158,10318,2025-11-04,1,5003
115106,14105,10192,2025-05-18,2,238
115107,14443,10084,2025-09-24,1,999
115108,14196,10654,2025-02-20,6,15264
115109,14021,10689,2025-12-28,2,4048
115110,14295,10179,2025-02-09,1,23999
115111,14214,10440,2025-03-01,1,2932
115112,14524,10196,2025-02-06,1,599
115113,14003,10075,2025-08-23,1,899
115114,14029,10510,2025-12-04,1,1082
115115,14385,10147,2025-02-20,1,199
115116,14321,10321,2025-06-15,1,232
115117,14260,10192,2025-04-03,1,119
115118,14355,10306,2025-02-16,1,193
115119,14131,10120,2025-04-08,1,42990
115120,14326,10021,2025-07-16,2,15998
115121,14218,10541,2025-12-03,2,31006
115122,14254,10511,2025-08-27,1,950
115123,14525,10336,2025-04-18,1,67
115124,14180,10090,2025-06-05,2,998
115125,14062,10231,2026-02-21,1,9949
115126,14303,10011,2025-09-30,1,6999
115127,14160,10219,2025-10-05,2,772
115128,14289,10020,2025-04-03,2,1598
115129,14059,10475,2025-02-02,3,112674
115130,14374,10041,2025-04-19,1,4999
115131,14299,10672,2025-08-14,2,764
115132,14372,10609,2025-02-22,1,837
115133,14118,10507,2026-02-20,1,57658
115134,14410,10089,2026-02-19,2,29998
115135,14206,10252,2025-10-26,2,5108
115136,14392,10382,2026-01-29,1,936
115137,14237,10532,2026-01-24,1,30466
115138,14090,10463,2025-11-09,2,2122
115139,14022,10016,2025-12-18,1,895
115140,14207,10394,2026-02-24,2,790
115141,14201,10114,2025-01-23,2,178
115142,14077,10610,2025-03-04,1,36078
115143,14290,10494,2025-08-19,1,14835
115144,14165,10631,2025-08-09,1,3155
115145,14516,10159,2025-12-17,1,14999
115146,14089,10261,2025-07-25,1,195
115147,14337,10250,2025-07-07,1,12967
115148,14125,10532,2025-05-21,1,30466
115149,14214,10656,2025-10-12,1,19323
115150,14480,10280,2026-02-09,3,38280
115151,14382,10415,2025-03-28,2,44952
115152,14029,10273,2025-06-03,1,95
115153,14529,10621,2025-12-25,3,696
115154,14393,10671,2025-11-05,2,132
115155,14494,10343,2025-10-16,1,1576
115156,14335,10313,2025-03-26,2,1756
115157,14171,10586,2025-12-13,2,106414
115158,14067,10655,2025-04-28,1,35
115159,14117,10110,2025-11-07,3,135
115160,14033,10315,2025-06-10,1,16433
115161,14512,10520,2025-04-17,1,931
115162,14405,10548,2025-08-12,4,3128
115163,14527,10285,2025-12-08,1,473
115164,14037,10189,2026-01-05,1,45
115165,14197,10543,2025-04-17,2,172
115166,14030,10340,2025-01-26,1,40993
115167,14438,10084,2025-11-12,1,999
115168,14278,10449,2026-02-08,1,1228
115169,14305,10229,2026-02-08,1,901
115170,14131,10079,2025-08-13,1,1499
115171,14425,10263,2026-02-24,2,39634
115172,14156,10235,2025-04-15,2,3368
115173,14461,10268,2025-06-24,1,107
115174,14307,10427,2025-04-27,3,27930
115175,14140,10661,2025-10-09,2,1888
115176,14083,10162,2025-05-08,2,2598
115177,14082,10474,2025-03-08,1,1185
115178,14121,10413,2025-03-25,2,3004
115179,14349,10546,2025-08-12,1,375
115180,14477,10666,2025-02-01,1,428
115181,14009,10146,2025-02-28,1,2499
115182,14048,10682,2025-08-03,1,11312
115183,14527,10460,2025-09-12,1,14794
115184,14328,10112,2025-10-03,1,99
115185,14253,10133,2025-05-30,1,25
115186,14418,10331,2025-12-06,1,3155
115187,14011,10108,2025-05-05,2,1998
115188,14394,10466,2025-12-30,1,5248
115189,14479,10050,2025-04-23,1,799
115190,14435,10374,2025-05-04,1,28828
115191,14336,10104,2025-08-07,2,1598
115192,14413,10366,2025-05-18,1,2340
115193,14420,10575,2025-08-19,1,50008
115194,14379,10517,2025-04-29,1,3231
115195,14178,10308,2025-12-19,1,1867
115196,14111,10190,2025-12-28,1,599
115197,14016,10164,2025-07-25,3,897
115198,14152,10361,2025-07-03,2,2990
115199,14483,10056,2025-10-25,2,698
115200,14521,10030,2025-12-26,3,3897
115201,14454,10501,2025-08-16,2,1962
115202,14115,10516,2025-05-11,1,4133
115203,14318,10065,2025-08-10,1,999
115204,14379,10253,2025-09-16,1,1976
115205,14299,10054,2025-03-02,1,249
115206,14268,10626,2025-12-16,1,7977
115207,14106,10167,2026-01-13,1,1499
115208,14447,10512,2026-02-08,1,221
115209,14477,10434,2025-02-19,2,84432
115210,14257,10624,2025-02-15,2,3456
115211,14457,10184,2025-03-27,1,199
115212,14108,10287,2026-02-20,1,416
115213,14148,10301,2025-01-02,2,9288
115214,14383,10545,2025-05-17,3,2550
115215,14069,10509,2025-07-17,1,2554
115216,14511,10164,2025-07-13,1,299
115217,14520,10269,2025-09-06,1,978
115218,14530,10053,2025-12-17,1,149
115219,14271,10074,2025-11-13,3,447
115220,14391,10052,2025-07-19,1,199
115221,14272,10089,2026-01-13,1,14999
115222,14044,10347,2025-12-05,1,226
115223,14001,10509,2025-03-26,1,2554
115224,14347,10407,2025-05-15,1,1275
115225,14523,10493,2025-05-25,2,130992
115226,14032,10358,2025-09-13,1,62523
115227,14341,10117,2025-02-01,2,1598
115228,14049,10143,2026-01-04,1,399
115229,14435,10301,2026-02-24,1,4644
115230,14410,10227,2025-05-15,3,12627
115231,14415,10545,2025-03-23,1,850
115232,14028,10229,2025-06-01,2,1802
115233,14125,10671,2025-06-28,1,66
115234,14239,10458,2025-07-03,1,155
115235,14437,10462,2025-05-29,1,3245
115236,14027,10278,2025-10-08,1,3643
115237,14043,10231,2025-09-02,2,19898
115238,14055,10021,2026-02-03,1,7999
115239,14471,10316,2026-02-19,2,1270
115240,14449,10408,2025-01-07,1,21455
115241,14523,10088,2025-06-24,1,899
115242,14032,10380,2025-03-23,1,2589
115243,14183,10359,2025-08-19,2,20926
115244,14400,10522,2025-12-09,1,360
115245,14515,10278,2026-02-27,2,7286
115246,14456,10028,2025-05-20,3,2097
115247,14068,10238,2025-11-23,5,18615
115248,14123,10357,2025-06-20,1,4738
115249,14483,10563,2026-01-29,2,39634
115250,14229,10464,2026-01-30,1,2590
115251,14015,10310,2025-03-21,2,72156
115252,14049,10286,2025-05-18,2,106414
115253,14210,10677,2026-01-16,2,6882
115254,14482,10627,2026-01-23,1,194
115255,14235,10312,2025-09-24,1,656
115256,14363,10527,2026-02-16,1,4209
115257,14346,10363,2025-02-17,2,2444
115258,14476,10027,2025-09-01,1,4499
115259,14409,10325,2025-11-30,2,3050
115260,14115,10205,2025-08-17,2,49152
115261,14289,10205,2025-10-16,3,73728
115262,14328,10421,2025-08-17,1,57455
115263,14162,10098,2025-12-13,1,299
115264,14076,10191,2025-04-18,1,199
115265,14040,10415,2026-02-15,1,22476
115266,14521,10372,2026-01-07,1,584
115267,14285,10442,2025-01-02,6,455988
115268,14273,10493,2025-08-02,1,65496
115269,14203,10016,2025-08-28,2,1790
115270,14435,10477,2025-10-24,2,82024
115271,14375,10572,2026-02-06,2,106430
115272,14246,10619,2025-03-23,1,2809
115273,14052,10536,2026-02-07,1,9831
115274,14292,10667,2025-10-16,1,105195
115275,14065,10251,2025-12-12,4,7040
115276,14191,10036,2025-07-13,3,1497
115277,14346,10181,2025-07-26,1,3499
115278,14335,10415,2025-03-17,1,22476
115279,14127,10604,2025-04-03,2,774
